Field No,lab Serial,Prospect,Type,x,y,z,Depth(m),Unnamed: 8,QA/QC,Au,Ag,Al,As,Au.1,B,Ba,Be,Bi,Ca,Cd,Ce,Co,Cr,Cs,Cu,Fe,Ga,Ge,Hf,Hg,In,K,La,Li,Mg,Mn,Mo,Na,Nb,Ni,P,Pb,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn,Zr
,,,,,,,From,To,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RC.BH19.052,933.0,JAT-P3,RC,498794.926,2144447.1,283.51,51,52,,<0.01,0.01,1.63,59,<0.02,10,120,1.3,0.44,0.6,0.06,1.25,35.9,739.0,20.5,1.2,2.19,10.35,0.14,<0.02,<0.01,0.025,1.6,0.7,30.3,6.33,311.0,0.99,0.04,0.14,380.0,10,0.9,129.5,<0.001,0.02,0.24,3.5,<0.2,2.4,6.8,<0.01,<0.01,<0.2,0.05,0.99,0.35,20,0.11,2.13,26.0,<0.5
RC.BH19.053,934.0,JAT-P3,RC,498794.926,2144447.1,282.51,52,53,,<0.01,0.01,0.43,69.8,<0.02,20,30,0.58,1.19,1.01,0.06,1.87,45.0,246.0,5.28,4.4,2.13,2.71,0.13,<0.02,<0.01,0.009,0.42,0.9,12.4,6.35,356.0,1.89,0.02,0.07,506.0,10,0.9,34.6,0.001,0.07,0.31,4.4,0.4,0.6,12.6,<0.01,0.02,<0.2,0.011,0.43,0.12,7,0.38,0.71,30.0,<0.5
RC.BH19.054,935.0,JAT-P3,RC,498794.926,2144447.1,281.51,53,54,,<0.01,0.01,0.24,204,<0.02,40,10,0.34,0.86,2.52,0.09,1.82,39.6,172.0,2.9,2.4,2.07,1.42,0.12,<0.02,<0.01,0.005,0.21,0.9,9.4,7.16,368.0,2.22,0.01,0.05,435.0,10,1.2,18.0,0.001,0.04,0.72,7.6,<0.2,0.4,33.0,<0.01,0.05,<0.2,0.005,0.22,0.07,4,0.49,0.56,25.0,<0.5
RC.BH19.055,936.0,JAT-P3,RC,498794.926,2144447.1,280.51,54,55,,<0.01,0.01,0.24,68.3,<0.02,30,10,0.33,0.93,2.42,0.08,0.92,41.9,175.0,2.58,4.0,1.93,1.38,0.11,<0.02,<0.01,0.008,0.2,0.5,7.4,7.22,410.0,1.9,0.01,0.05,437.0,10,0.9,16.1,0.001,0.05,0.31,6.5,0.2,0.4,39.4,<0.01,0.02,<0.2,0.005,0.22,0.07,4,0.45,0.42,22.0,<0.5
RC.BH19.056,937.0,JAT-P3,RC,498794.926,2144447.1,279.51,55,56,,<0.01,0.01,0.18,58.7,<0.02,30,10,0.24,1.04,2.43,0.07,0.72,39.6,153.0,2.0,4.3,1.8,0.89,0.09,<0.02,<0.01,0.005,0.15,0.4,6.2,6.32,382.0,5.94,0.01,0.05,456.0,<10,0.9,10.6,0.004,0.06,0.27,4.8,0.3,0.3,40.7,<0.01,0.02,<0.2,<0.005,0.17,0.05,4,0.47,0.33,22.0,<0.5
RC.BH19.057,938.0,JAT-P3,RC,498794.926,2144447.1,278.51,56,57,,0.01,0.01,0.12,29.5,<0.02,40,10,0.21,2.54,0.69,0.06,1.15,83.5,142.0,1.63,15.3,3.2,0.61,0.13,<0.02,<0.01,0.011,0.11,0.6,5.9,12.15,628.0,1.51,0.01,0.05,1100.0,10,0.6,8.7,0.001,0.16,0.15,2.6,0.9,0.3,12.3,<0.01,0.04,<0.2,<0.005,0.17,<0.05,3,0.57,0.21,20.0,<0.5
RC.BH19.058,939.0,JAT-P3,RC,498794.926,2144447.1,277.51,57,58,,<0.01,0.01,0.09,17.4,<0.02,50,10,0.16,2.72,0.63,0.06,0.55,88.9,120.0,1.39,16.1,3.44,0.5,0.13,<0.02,<0.01,0.013,0.09,0.3,4.5,12.35,621.0,1.31,0.01,0.05,1120.0,10,0.5,7.2,0.001,0.18,0.11,2.4,0.8,0.3,7.5,<0.01,0.04,<0.2,<0.005,0.17,<0.05,3,0.62,0.15,21.0,<0.5
RC.BH19.059,940.0,JAT-P3,RC,498794.926,2144447.1,276.51,58,59,,<0.01,0.01,0.2,22.4,<0.02,50,10,0.26,2.05,0.91,0.05,0.36,70.5,201.0,2.16,9.3,3.14,0.91,0.15,<0.02,<0.01,0.008,0.16,0.2,8.5,10.35,467.0,1.37,0.02,<0.05,835.0,10,0.7,13.0,0.001,0.13,0.09,2.7,0.5,0.3,13.3,<0.01,0.02,<0.2,<0.005,0.21,0.05,4,0.38,0.14,32.0,<0.5
RC.BH19.060,941.0,JAT-P3,RC,498794.926,2144447.1,275.51,59,60,,0.01,0.01,0.25,43.1,<0.02,50,10,0.32,1.48,1.43,0.04,0.79,47.7,242.0,2.57,5.4,2.34,1.16,0.14,<0.02,<0.01,0.009,0.19,0.4,11.5,7.25,526.0,1.97,0.01,0.05,504.0,20,0.4,14.7,<0.001,0.06,0.18,2.7,0.4,0.4,25.2,<0.01,0.03,<0.2,0.005,0.22,0.05,5,0.4,0.13,18.0,<0.5
RC.BH19.061,942.0,JAT-P3,RC,498794.926,2144447.1,274.51,60,61,,<0.01,0.01,0.11,22.9,<0.02,60,10,0.17,2.67,0.59,0.04,0.63,90.4,132.0,1.31,11.5,3.84,0.52,0.15,<0.02,<0.01,0.009,0.08,0.3,6.2,14.1,689.0,2.77,0.01,0.05,1070.0,10,0.4,6.8,0.001,0.14,0.1,3.0,0.7,0.3,10.4,<0.01,0.02,<0.2,<0.005,0.18,<0.05,3,0.7,0.14,17.0,<0.5
RC.BH19.062,943.0,JAT-P3,RC,498794.926,2144447.1,273.51,61,62,,<0.01,0.01,0.09,12.7,<0.02,70,<10,0.12,2.11,0.3,0.05,0.53,94.1,107.0,1.2,11.3,3.73,0.45,0.14,<0.02,<0.01,0.011,0.08,0.3,3.5,14.0,629.0,2.11,0.01,0.05,1080.0,10,0.5,6.1,0.001,0.15,0.09,3.0,0.7,0.2,3.5,<0.01,0.02,<0.2,<0.005,0.09,<0.05,2,0.61,0.13,21.0,<0.5
RC.BH19.063,944.0,JAT-P3,RC,498794.926,2144447.1,272.51,62,63,,0.01,0.01,0.08,38.1,<0.02,50,<10,0.09,2.42,0.23,0.04,0.97,84.0,97.0,1.07,10.8,3.1,0.4,0.11,<0.02,<0.01,0.009,0.07,0.5,3.0,12.15,542.0,2.11,0.01,0.05,1040.0,10,0.5,5.6,0.001,0.15,0.21,2.5,1,0.3,2.5,<0.01,0.03,<0.2,<0.005,0.06,<0.05,2,0.57,0.15,27.0,<0.5
RC.BH19.064,945.0,JAT-P3,RC,498794.926,2144447.1,271.51,63,64,,0.01,0.01,0.12,97.3,<0.02,50,10,0.15,2.22,0.49,0.04,1.17,71.2,131.0,1.57,7.8,2.84,0.57,0.12,<0.02,<0.01,0.007,0.11,0.6,5.0,10.2,471.0,9.17,0.01,0.05,920.0,10,0.6,7.9,0.002,0.11,0.47,2.4,0.5,0.3,5.7,<0.01,0.06,<0.2,<0.005,0.14,<0.05,3,0.83,0.14,15.0,<0.5
RC.BH19.065,946.0,JAT-P3,RC,498794.926,2144447.1,270.51,64,65,,<0.01,0.01,0.21,59,<0.02,30,10,0.19,1.93,0.23,0.03,0.3,51.3,187.0,2.52,6.0,2.05,0.97,0.1,<0.02,<0.01,0.005,0.21,0.2,5.4,8.2,375.0,1.23,0.01,0.05,672.0,10,0.5,14.7,<0.001,0.09,0.31,2.2,0.3,0.3,3.2,<0.01,0.03,<0.2,<0.005,0.15,0.05,4,0.54,0.09,11.0,<0.5
RC.BH19.066,947.0,JAT-P3,RC,498794.926,2144447.1,269.51,65,66,,<0.01,0.01,0.11,62.4,<0.02,40,<10,0.22,2.28,2.57,0.05,0.53,64.2,169.0,1.11,6.8,2.89,0.58,0.13,<0.02,<0.01,0.008,0.07,0.3,11.0,10.6,946.0,0.84,0.01,0.05,797.0,10,0.6,5.3,0.001,0.1,0.18,3.9,0.5,0.3,48.5,<0.01,0.03,<0.2,<0.005,0.18,0.05,4,0.55,0.18,28.0,<0.5
RC.BH19.067,948.0,JAT-P3,RC,498794.926,2144447.1,268.51,66,67,,<0.01,0.01,0.24,60.3,<0.02,40,10,0.28,1.22,1.44,0.04,0.63,48.6,249.0,2.67,3.5,2.59,1.12,0.16,<0.02,<0.01,0.006,0.19,0.3,12.7,8.41,483.0,21.3,0.02,0.05,482.0,10,0.7,13.1,0.006,0.07,0.21,4.4,0.3,0.4,28.1,<0.01,0.03,<0.2,0.005,0.25,0.06,5,0.63,0.15,20.0,<0.5
RC.BH19.068,949.0,JAT-P3,RC,498794.926,2144447.1,267.51,67,68,,0.01,0.01,0.23,157,<0.02,30,10,0.22,1.37,1.18,0.04,0.54,45.7,191.0,2.56,3.3,2.16,1.02,0.09,<0.02,<0.01,0.008,0.21,0.3,6.1,8.21,402.0,1.99,0.02,0.05,530.0,10,0.6,14.2,<0.001,0.06,0.56,4.6,0.3,0.3,20.0,<0.01,0.03,<0.2,<0.005,0.16,0.05,4,0.55,0.18,19.0,<0.5
RC.BH19.069,950.0,JAT-P3,RC,498794.926,2144447.1,266.51,68,69,,0.01,0.01,0.17,239,<0.02,20,10,0.15,0.46,1.89,0.06,0.74,24.1,155.0,1.75,0.5,1.26,0.76,0.07,<0.02,<0.01,0.005,0.14,0.4,3.8,5.49,295.0,1.9,0.01,0.05,324.0,10,0.9,8.4,<0.001,0.02,0.93,4.6,0.2,0.3,29.3,<0.01,0.04,<0.2,<0.005,0.08,<0.05,3,0.57,0.29,21.0,<0.5
,951.0,JAT-P3,QA/QC,498794.926,2144447.1,307.51,27,28,Duplicate of RC.BH19.028,0.48,0.7,0.57,38,0.25,<10,70,1.77,1.2,3.41,1.43,86.2,11.6,100.0,0.35,76.4,5.33,2.74,0.11,0.13,<0.01,0.156,0.4,38.6,2.0,0.17,1510.0,38.8,0.01,0.23,61.2,690,26.3,18.2,0.002,0.03,1.98,4.1,2.3,1.6,123.5,0.02,0.03,4.8,<0.005,0.23,3.95,22,0.77,13.15,235.0,6.2
RC.BH19.070,952.0,JAT-P3,RC,498794.926,2144447.1,265.51,69,70,,<0.01,0.01,0.17,160,<0.02,30,10,0.16,0.31,0.5,0.03,0.27,23.8,167.0,1.79,0.5,1.34,0.79,0.07,<0.02,<0.01,<0.005,0.14,<0.2,5.1,4.68,216.0,2.11,0.01,0.05,253.0,<10,0.5,8.4,<0.001,0.01,0.59,2.7,<0.2,0.3,9.1,<0.01,0.02,<0.2,<0.005,0.1,0.05,3,0.43,0.1,13.0,<0.5
RC.BH19.071,953.0,JAT-P3,RC,498794.926,2144447.1,264.51,70,71,,0.01,0.01,0.23,171,<0.02,30,20,0.21,0.77,0.53,0.04,0.2,36.9,215.0,2.46,1.8,2.08,1.04,0.11,<0.02,<0.01,0.005,0.19,<0.2,7.7,7.56,344.0,1.77,0.01,0.05,411.0,<10,0.6,13.2,0.001,0.03,0.62,3.5,<0.2,0.4,10.4,<0.01,0.04,<0.2,<0.005,0.17,0.05,4,0.64,0.1,13.0,<0.5
RC.BH19.072,954.0,JAT-P3,RC,498794.926,2144447.1,263.51,71,72,,<0.01,0.01,0.14,92.5,<0.02,20,10,0.14,2.28,0.43,0.03,0.51,56.3,136.0,1.59,5.9,2.36,0.69,0.08,<0.02,<0.01,0.006,0.12,0.3,4.6,10.75,502.0,1.3,0.01,0.05,732.0,10,0.5,7.5,<0.001,0.09,0.46,3.0,0.3,0.3,5.3,<0.01,0.03,<0.2,<0.005,0.12,0.05,3,0.56,0.16,15.0,<0.5
RC.BH19.073,955.0,JAT-P3,RC,498794.926,2144447.1,262.51,72,73,,<0.01,0.01,0.24,193.5,<0.02,30,20,0.21,1.27,0.98,0.03,0.33,45.7,218.0,2.66,3.2,2.19,1.16,0.13,<0.02,<0.01,0.006,0.21,0.2,10.4,8.14,432.0,1.3,0.01,0.05,569.0,<10,0.7,11.6,<0.001,0.06,0.74,3.2,0.2,0.3,14.3,<0.01,0.05,<0.2,<0.005,0.28,0.05,4,0.4,0.13,13.0,<0.5
RC.BH19.074,956.0,JAT-P3,RC,498794.926,2144447.1,261.51,73,74,,<0.01,0.01,0.27,128,<0.02,20,20,0.15,1.09,0.57,0.03,0.19,38.3,227.0,2.95,2.8,1.8,1.29,0.11,<0.02,<0.01,0.007,0.24,<0.2,7.2,6.46,306.0,1.25,0.01,0.06,441.0,10,0.6,14.4,<0.001,0.05,0.54,2.8,<0.2,0.3,7.1,<0.01,0.03,<0.2,<0.005,0.19,0.06,4,0.51,0.11,11.0,<0.5
RC.BH19.075,957.0,JAT-P3,RC,498794.926,2144447.1,260.51,74,75,,<0.01,0.01,0.23,10.4,<0.02,20,20,0.18,1.96,0.87,0.05,0.56,59.4,175.0,2.52,8.5,2.61,1.26,0.12,<0.02,<0.01,0.007,0.2,0.3,4.5,9.96,504.0,1.16,0.01,0.05,699.0,10,0.9,10.3,0.001,0.11,0.11,3.9,0.6,0.3,11.6,<0.01,0.03,<0.2,<0.005,0.2,0.06,4,0.49,0.31,15.0,<0.5
RC.BH19.076,958.0,JAT-P3,RC,498794.926,2144447.1,259.51,75,76,,<0.01,0.01,0.16,15,<0.02,10,10,0.37,2.11,1.68,0.06,0.52,66.2,117.0,1.4,9.3,3.35,1.09,0.17,<0.02,<0.01,0.006,0.1,0.3,4.9,10.55,845.0,4.42,<0.01,0.05,736.0,<10,0.6,5.5,0.001,0.12,0.11,5.2,0.5,0.3,17.4,<0.01,0.04,<0.2,<0.005,0.28,0.08,3,0.32,0.73,16.0,<0.5
RC.BH19.077,959.0,JAT-P3,RC,498794.926,2144447.1,258.51,76,77,,0.01,0.02,1.44,5.5,<0.02,<10,160,1.83,0.45,3.58,0.13,181.5,21.5,206.0,3.92,6.5,2.83,8.23,0.18,0.12,<0.01,0.043,0.61,83.2,17.1,3.63,747.0,8.66,0.04,0.3,188.5,180,8.6,36.3,0.003,0.04,0.13,3.9,0.2,2.9,41.1,<0.01,<0.01,17.9,0.051,0.32,9.43,12,0.26,29.7,58.0,2.8
RC.BH19.078,960.0,JAT-P3,RC,498794.926,2144447.1,257.51,77,78,,<0.01,0.02,1.25,5.6,<0.02,<10,30,1.41,0.21,1.1,0.1,205,4.2,97.0,1.21,6.3,2.77,8.85,0.19,0.18,<0.01,0.103,0.38,93.4,13.8,0.94,396.0,10.5,0.04,0.74,21.2,280,7.7,30.6,0.002,0.04,0.14,3.1,0.2,1.6,16.6,<0.01,<0.01,24.7,0.053,0.18,3.48,5,0.49,30.5,95.0,4.8
RC.BH19.079,961.0,JAT-P3,RC,498794.926,2144447.1,256.51,78,79,,0.01,0.11,1.61,3.8,<0.02,<10,70,1.1,0.27,2.62,0.7,125,11.6,162.0,1.95,26.9,3.72,9.49,0.14,0.16,<0.01,0.089,0.61,56.5,19.9,1.21,493.0,15.35,0.04,0.63,75.3,510,5.9,46.6,0.01,0.52,0.13,6.1,1.8,1.7,30.4,<0.01,0.02,16.9,0.08,0.53,5.89,104,0.5,29.9,174.0,3.6
RC.BH19.080,962.0,JAT-P3,RC,498794.926,2144447.1,255.51,79,80,,<0.01,0.07,1.61,4.6,<0.02,<10,90,1.07,0.19,3.26,0.55,79.8,11.6,155.0,2.55,15.6,3.21,9.59,0.09,0.16,<0.01,0.068,0.69,35.1,22.7,1.3,627.0,13.4,0.05,0.55,39.7,420,7.1,68.1,0.005,0.27,0.17,6.2,1,1.8,34.9,<0.01,0.01,16.4,0.083,0.68,5.02,68,0.77,35.6,170.0,3
RC.BH19.081,963.0,JAT-P3,RC,498794.926,2144447.1,254.51,80,81,,0.01,0.02,0.85,2.5,<0.02,<10,30,0.8,0.08,0.57,0.05,120.5,2.4,106.0,1.28,2.3,1.85,7.73,0.13,0.21,<0.01,0.072,0.39,53.3,13.5,0.27,189.0,9.75,0.06,2.24,8.0,160,5.8,50.0,0.002,0.05,0.06,2.2,0.3,2.4,9.5,0.01,<0.01,29.9,0.052,0.3,7.68,7,1.36,33.4,135.0,4.4
RC.BH19.082,964.0,JAT-P3,RC,498794.926,2144447.1,253.51,81,82,,<0.01,0.02,0.94,1,<0.02,<10,40,0.97,0.1,0.6,0.05,142,2.0,105.0,1.15,5.4,2.0,8.36,0.18,0.21,<0.01,0.084,0.33,62.1,11.5,0.29,192.0,10.75,0.06,2.02,5.5,180,6.1,39.8,0.002,0.03,0.06,2.4,0.5,2.5,10.8,0.01,0.02,32.3,0.043,0.23,6.75,4,1.09,33.4,112.0,5.4
RC.BH19.083,965.0,JAT-P3,RC,498794.926,2144447.1,252.51,82,83,,0.01,0.06,2.01,1.8,<0.02,<10,150,0.93,0.18,1.9,0.12,63,22.9,105.0,2.8,53.1,4.43,9.91,0.15,0.23,<0.01,0.061,0.8,28.2,30.3,1.57,510.0,7.72,0.18,0.58,26.9,820,3.1,74.1,0.002,0.27,0.08,11.3,0.3,2.2,20.0,<0.01,0.02,11.9,0.292,0.49,2.49,91,0.68,22.1,113.0,3.9
RC.BH20.017,966.0,JAT-P3,RC,498835.585,2144410.407,318.652,16,17,,<0.01,0.02,0.98,0.4,<0.02,<10,80,0.41,0.05,0.4,0.03,84.5,2.8,120.0,0.42,10.2,2.35,6.45,0.1,0.07,<0.01,0.048,0.58,38.7,6.3,0.35,336.0,8.83,0.08,0.58,5.0,260,5.3,37.7,0.001,0.01,<0.05,6.4,0.4,2.2,7.5,<0.01,0.01,14.6,0.126,0.17,1.27,12,0.61,23.0,56.0,2.2
RC.BH20.018,967.0,JAT-P3,RC,498835.585,2144410.407,317.652,17,18,,<0.01,0.03,0.98,0.7,<0.02,<10,80,0.66,0.06,1.63,0.09,72.2,3.9,137.0,0.74,12.2,2.23,5.96,0.08,0.08,<0.01,0.04,0.43,34.2,5.7,0.42,327.0,9.86,0.07,0.53,10.0,230,5.1,32.0,0.001,<0.01,0.06,5.3,0.2,1.5,14.8,<0.01,0.01,11.8,0.082,0.14,1.58,15,0.5,21.8,52.0,2.3
RC.BH20.019,968.0,JAT-P3,RC,498835.585,2144410.407,316.652,18,19,,0.01,0.05,1.2,0.8,<0.02,<10,80,1.05,0.09,1.81,0.07,65.8,9.3,149.0,0.83,27.0,2.87,6.88,0.09,0.09,<0.01,0.046,0.44,30.3,6.1,0.62,472.0,10.35,0.07,0.27,26.5,310,4.8,30.3,0.001,<0.01,0.08,6.8,<0.2,1.2,20.4,<0.01,0.02,10.4,0.08,0.14,1.5,39,0.43,19.6,55.0,2.1
RC.BH20.020,969.0,JAT-P3,RC,498835.585,2144410.407,315.652,19,20,,<0.01,0.03,1.75,0.8,<0.02,<10,100,1.78,0.09,2.44,0.06,70.7,18.6,147.0,1.2,52.9,3.8,8.68,0.1,0.08,<0.01,0.057,0.4,32.3,7.3,0.87,627.0,8.38,0.06,0.13,40.5,390,8.3,30.6,0.001,0.01,0.07,9.0,0.2,1,37.0,<0.01,0.02,11.1,0.064,0.14,1.33,58,0.26,21.9,74.0,1.9
RC.BH20.021,970.0,JAT-P3,RC,498835.585,2144410.407,314.652,20,21,,0.01,0.05,1.4,5,<0.02,<10,90,2.63,0.13,6.85,0.17,52.8,12.9,100.0,0.34,97.7,3.2,6.96,0.07,0.05,<0.01,0.066,0.18,22.5,4.3,0.48,691.0,5.92,0.05,0.06,22.1,670,9.8,12.0,0.001,0.01,0.13,17.3,0.3,0.5,57.7,<0.01,0.02,3.6,<0.005,0.06,1.32,73,0.16,22.6,61.0,1.4
RC.BH20.022,971.0,JAT-P3,RC,498835.585,2144410.407,313.652,21,22,,0.01,0.04,0.99,2.8,<0.02,<10,70,1.56,0.08,2.93,0.09,77.7,5.9,123.0,0.54,27.1,2.12,4.74,0.09,0.11,0.01,0.043,0.2,35.7,3.3,0.29,488.0,9.69,0.04,0.16,12.0,220,8.4,11.8,0.001,0.01,0.11,4.5,0.2,0.7,32.9,<0.01,0.01,12,0.017,0.06,1.28,16,0.29,18.6,50.0,3.5
RC.BH20.023,972.0,JAT-P3,RC,498835.585,2144410.407,312.652,22,23,,0.01,0.06,1.4,2.3,<0.02,<10,80,2.68,0.27,3.46,0.23,74.6,19.5,99.0,1.29,58.4,4.4,6.9,0.1,0.1,<0.01,0.063,0.33,33.6,7.4,0.59,828.0,7.42,0.04,0.11,23.4,430,8.8,27.7,0.001,0.01,0.09,13.8,0.6,0.8,38.4,<0.01,0.02,10.9,0.038,0.12,1.2,66,0.2,24.0,114.0,2.4
RC.BH20.024,973.0,JAT-P3,RC,498835.585,2144410.407,311.652,23,24,,0.01,0.05,0.73,1.9,<0.02,<10,60,0.74,0.1,1.65,0.14,79.3,6.1,122.0,0.6,36.6,2.27,4.26,0.09,0.11,<0.01,0.036,0.31,36.7,3.7,0.25,394.0,9.4,0.06,0.23,9.0,270,9.0,19.0,0.001,<0.01,0.08,4.5,0.3,0.6,18.3,<0.01,0.02,12.5,0.035,0.09,1.79,19,0.41,18.25,79.0,3.5
RC.BH20.025,974.0,JAT-P3,RC,498835.585,2144410.407,310.652,24,25,,0.01,0.07,0.59,13.7,<0.02,<10,60,0.78,0.16,1.08,0.12,77.6,6.2,122.0,0.28,17.6,3.49,2.84,0.09,0.11,<0.01,0.105,0.3,35.9,1.7,0.12,1830.0,10.2,0.03,0.19,11.4,350,9.4,10.5,0.002,<0.01,0.12,3.7,0.2,0.6,30.8,<0.01,0.01,12.6,0.016,0.06,2.17,7,0.53,15.85,60.0,4
RC.BH20.026,975.0,JAT-P3,RC,498835.585,2144410.407,309.652,25,26,,0.08,0.1,0.67,44.5,0.06,<10,70,0.95,0.61,1.36,0.1,77,19.7,133.0,0.22,16.4,4.93,2.61,0.1,0.1,0.01,0.143,0.34,35.4,2.1,0.14,2830.0,12.45,0.02,0.11,17.4,340,8.2,10.4,0.001,0.02,0.18,3.7,0.5,0.4,43.4,<0.01,0.02,12.6,0.008,0.07,2.39,15,0.68,12.75,37.0,3.4
,976.0,JAT-P3,QA/QC,498835.585,2144410.407,299.652,35,36,Duplicate of RC.BH20.036,0.67,0.68,0.47,40.1,0.75,<10,60,0.75,1.04,1.47,1.42,50.5,9.6,130.0,0.1,78.5,3.63,1.74,0.08,0.15,<0.01,0.119,0.35,22.8,1.1,0.15,2420.0,13.6,0.01,0.11,9.1,150,26.7,10.1,0.001,0.1,0.21,3.6,0.9,0.3,43.3,<0.01,0.01,8.1,<0.005,0.08,1.83,6,0.93,6.0,259.0,4.6
RC.BH20.027,977.0,JAT-P3,RC,498835.585,2144410.407,308.652,26,27,,0.01,0.05,1.55,1,<0.02,<10,100,1.33,0.12,2.02,0.09,67.8,11.0,218.0,1.69,41.6,3.21,7.87,0.09,0.11,<0.01,0.069,0.59,31.2,10.1,0.92,525.0,8.6,0.04,0.23,52.9,300,7.4,51.6,0.001,<0.01,0.06,9.1,0.3,1.5,30.4,<0.01,0.02,10.4,0.099,0.21,1.15,40,0.34,21.7,77.0,2.5
RC.BH20.028,978.0,JAT-P3,RC,498835.585,2144410.407,307.652,27,28,,0.01,0.08,1.72,0.6,<0.02,<10,70,1.82,0.13,4.0,0.12,33.8,21.9,148.0,1.17,80.1,4.03,7.28,0.09,0.14,<0.01,0.045,0.3,15.8,6.5,1.09,735.0,4.5,0.1,0.13,38.3,480,4.5,22.1,0.001,0.01,0.08,16.9,0.3,0.7,53.3,<0.01,0.01,3.7,0.143,0.09,0.75,86,0.2,15.8,63.0,2.5
RC.BH20.029,979.0,JAT-P3,RC,498835.585,2144410.407,306.652,28,29,,0.01,0.03,1.09,0.4,<0.02,<10,80,0.77,0.06,1.13,0.07,82.5,4.2,118.0,0.79,19.0,2.52,6.09,0.1,0.12,<0.01,0.056,0.5,38,5.6,0.37,353.0,9.21,0.06,0.43,6.4,360,6.5,37.3,0.001,<0.01,0.05,5.9,0.2,1.8,17.1,<0.01,0.01,14.1,0.093,0.18,1.49,14,0.39,19.35,66.0,4.2
RC.BH20.030,980.0,JAT-P3,RC,498835.585,2144410.407,305.652,29,30,,0.01,0.04,1.19,0.5,<0.02,<10,90,1.04,0.11,1.5,0.14,83.9,6.0,118.0,0.88,29.2,2.78,6.24,0.1,0.1,<0.01,0.043,0.4,38.4,5.8,0.45,477.0,8.63,0.05,0.27,11.0,410,9.0,29.7,0.001,0.01,0.07,5.8,0.2,1.1,23.2,<0.01,0.01,13.5,0.055,0.13,1.63,17,0.42,20.7,117.0,3.2
RC.BH20.031,981.0,JAT-P3,RC,498835.585,2144410.407,304.652,30,31,,0.01,0.04,0.68,0.7,<0.02,<10,40,0.71,0.13,1.71,0.12,60.2,4.2,132.0,0.4,10.1,1.99,3.0,0.06,0.09,<0.01,0.03,0.24,27.6,3.0,0.39,435.0,9.59,0.04,0.12,13.6,230,8.5,13.8,0.001,0.01,0.12,3.0,0.3,0.5,28.5,<0.01,0.01,11.6,0.009,0.07,1.9,7,0.48,15.95,52.0,2.9
RC.BH20.032,982.0,JAT-P3,RC,498835.585,2144410.407,303.652,31,32,,0.01,0.05,0.53,1.2,<0.02,<10,30,0.6,0.12,0.89,0.13,65.9,2.0,141.0,0.27,11.4,1.41,2.29,0.06,0.09,0.01,0.037,0.18,29.4,1.5,0.12,257.0,11.0,0.04,0.11,6.2,210,11.5,7.9,0.001,<0.01,0.08,2.1,<0.2,0.6,13.5,<0.01,<0.01,12.2,<0.005,0.04,1.8,3,0.62,13.9,39.0,2.9
RC.BH20.033,983.0,JAT-P3,RC,498835.585,2144410.407,302.652,32,33,,0.05,0.11,0.63,3,0.07,<10,40,0.76,0.17,1.16,0.45,57.8,2.0,64.0,0.32,16.2,1.28,1.75,0.05,0.1,<0.01,0.03,0.24,25.3,1.8,0.22,520.0,6.2,0.02,0.08,3.8,160,34.1,8.4,0.001,<0.01,0.09,1.3,0.2,0.3,18.5,<0.01,<0.01,11.5,<0.005,0.05,1.46,1,0.41,10.65,92.0,3.2
RC.BH20.034,984.0,JAT-P3,RC,498835.585,2144410.407,301.652,33,34,QA/QC,0.02,0.25,0.76,3.6,0.34,<10,50,1.1,0.16,1.57,0.17,70.8,2.8,46.0,0.27,20.1,2.01,2.1,0.07,0.07,0.01,0.031,0.31,32,2.1,0.25,667.0,5.08,0.01,0.07,3.8,330,13.9,11.1,0.001,<0.01,0.12,1.5,0.2,0.2,23.2,<0.01,<0.01,12.4,<0.005,0.05,1.64,1,0.38,12.25,49.0,2.9
RC.BH20.035,985.0,JAT-P3,RC,498835.585,2144410.407,300.652,34,35,,5.93,10.8,0.72,36.1,4.11,<10,50,0.73,59.6,0.92,0.57,46.1,7.0,47.0,0.18,421.0,13.85,1.91,0.1,0.11,0.01,0.835,0.34,21,1.9,0.19,7840.0,7.65,0.02,0.08,12.2,110,207.0,9.3,0.001,0.01,0.26,5.0,0.7,0.5,110.5,<0.01,0.07,7.4,<0.005,0.05,3.54,5,0.6,8.74,121.0,3.8
RC.BH20.036,986.0,JAT-P3,RC,498835.585,2144410.407,299.652,35,36,QA/QC,0.82,0.8,0.44,43.6,0.99,<10,60,0.69,1.17,1.54,1.49,45.2,10.4,136.0,0.1,75.8,3.75,1.62,0.07,0.15,0.01,0.121,0.33,20.7,1.1,0.16,2470.0,14.1,0.01,0.1,9.2,160,33.2,9.5,0.001,0.14,0.2,3.6,0.7,0.3,45.3,<0.01,0.01,8,<0.005,0.08,1.9,6,0.89,6.02,259.0,4.5
,987.0,JAT-P3,QA/QC,,,,,,BLANK SAMPLE,0.01,0.02,0.3,0.3,<0.02,<10,10,0.28,0.03,0.05,0.01,2.66,0.5,117.0,0.09,2.4,0.36,1.03,<0.05,0.13,<0.01,<0.005,0.31,1.1,0.3,0.01,55.0,8.36,0.03,0.2,2.7,10,11.6,9.6,0.001,<0.01,<0.05,0.4,<0.2,<0.2,1.7,<0.01,<0.01,3.5,<0.005,0.05,1.75,2,0.17,1.55,9.0,2.5
